-0.230860,-0.006219,0.000000,0.253652,-0.017743,0.000000
-0.084223,-0.009363,0.000000,0.298339,0.007153,0.000000
0.043651,-0.000539,0.000000,0.191266,0.021602,0.000000
0.099901,0.007208,0.000000,0.031532,0.005587,0.000000
0.084349,0.005260,0.000000,-0.082348,-0.010447,0.000000
0.031067,-0.000048,0.000000,-0.115617,-0.007962,0.000000
-0.021438,-0.001979,0.000000,-0.084545,-0.000069,0.000000
-0.048894,-0.001413,0.000000,-0.024102,0.001350,0.000000
-0.047654,-0.001201,0.000000,0.024708,-0.000269,0.000000
-0.028902,-0.001324,0.000000,0.043833,0.000432,0.000000
-0.007880,-0.000653,0.000000,0.035840,0.002103,0.000000
0.004791,0.000339,0.000000,0.013787,0.001488,0.000000
0.006306,0.000607,0.000000,-0.006293,-0.000364,0.000000
0.000147,0.000122,0.000000,-0.015949,-0.001144,0.000000
-0.008021,-0.000377,0.000000,-0.014840,-0.000828,0.000000
-0.302614,0.000000,0.000000,-0.010240,0.000000,0.000000
-0.310229,0.000000,0.000000,-0.020240,0.000000,0.000000
-0.323173,0.000026,0.000000,-0.037705,0.000598,0.000000
-0.354985,0.001164,0.000000,-0.089645,0.003958,0.000000
-0.412766,0.003981,0.000000,-0.141585,0.007318,0.000000
-0.534800,0.010941,0.000000,-0.602963,0.037011,0.000000
-1.120929,0.047758,0.000000,-1.743833,0.110406,0.000000
-2.774393,0.161768,0.000000,-4.904623,0.348414,0.000000
-8.207347,0.542262,0.000000,-23.162160,1.597868,0.000000
-38.783373,2.577296,0.000000,-348.809845,20.930389,0.000000
-5321.790966,136.153455,0.000000,-29393.941894,409.419171,0.000000
-30734.724029,340.863040,0.000000,-72343.689854,409.419171,0.000000
-77622.531072,545.572625,0.000000,-115293.437814,409.419171,0.000000
-145985.212096,750.282211,0.000000,-158243.185774,409.419171,0.000000
-230645.613522,954.991796,0.000000,-158930.455552,409.419171,0.000000
-299394.916611,1159.701382,0.000000,-115980.857612,409.419171,0.000000
-346672.713847,1329.833247,0.000000,-73079.005858,-91.915790,0.000000
-372496.292091,1283.875352,0.000000,-30129.407918,-91.915790,0.000000
-376845.071364,1237.917457,0.000000,12820.190022,-91.915790,0.000000
-0.302614,0.000000,0.000000,-0.010240,0.000000,0.000000
-0.310229,0.000000,0.000000,-0.020240,0.000000,0.000000
-0.323320,0.000038,0.000000,-0.039215,0.000719,0.000000
-0.355887,0.001236,0.000000,-0.091155,0.004079,0.000000
-0.414423,0.004114,0.000000,-0.143095,0.007439,0.000000
-0.546723,0.011745,0.000000,-0.652386,0.040214,0.000000
-1.157677,0.050174,0.000000,-1.825812,0.116272,0.000000
-2.862900,0.168145,0.000000,-5.001432,0.356092,0.000000
-8.689808,0.576032,0.000000,-24.524630,1.692728,0.000000
-48.370235,3.141080,0.000000,-481.097998,27.737541,0.000000
-6054.493094,140.618596,0.000000,-31458.083992,389.089989,0.000000
-32499.497206,335.163590,0.000000,-74407.831952,389.089989,0.000000
-0.302614,0.000000,0.000000,-0.010240,0.000000,0.000000
-0.310229,0.000000,0.000000,-0.020240,0.000000,0.000000
-0.323320,0.000038,0.000000,-0.039215,0.000719,0.000000
-0.355887,0.001236,0.000000,-0.091155,0.004079,0.000000
-0.414423,0.004114,0.000000,-0.143095,0.007439,0.000000
-0.543262,0.011508,0.000000,-0.638353,0.039164,0.000000
-1.150553,0.049534,0.000000,-1.805451,0.114100,0.000000
-2.856094,0.167258,0.000000,-5.023151,0.357280,0.000000
-8.765851,0.580466,0.000000,-24.771836,1.708075,0.000000
-51.905855,3.338260,0.000000,-528.262329,30.093239,0.000000
-6271.904436,153.159609,0.000000,-32067.273124,426.074467,0.000000
-33021.503114,366.196842,0.000000,-75017.021084,426.074467,0.000000
-81245.975772,579.234076,0.000000,-117966.769044,426.074467,0.000000
-150945.322410,792.271309,0.000000,-160916.517004,426.074467,0.000000
-0.318638,0.000000,0.000000,-0.074850,0.000000,0.000000
-0.374775,0.000000,0.000000,-0.149850,0.000000,0.000000
-0.468413,0.000000,0.000000,-0.224850,0.000000,0.000000
-0.599550,0.000000,0.000000,-0.299850,0.000000,0.000000
-0.768188,0.000000,0.000000,-0.374850,0.000000,0.000000
-0.974325,0.000000,0.000000,-0.449850,0.000000,0.000000
-1.217963,0.000000,0.000000,-0.524850,0.000000,0.000000
-1.499100,0.000000,0.000000,-0.599850,0.000000,0.000000
